index	pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set	jpg
2562	9428	S1S1_inter	A dog is in the sand that is blowing in the wind	S1_null	A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a dog and sand blowing in the wind	a dog in a sandy area with the sand stirred up into the air and several plants in the background	FLICKR	FLICKR	TEST	1541272333_1624b22546.jpg#2
2568	9441	S1S3_intra	A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man	S1_null	A woman wearing a blue shirt and high heels is standing on the sidewalk next to a dog	S3_so	4.1	NEUTRAL	A_neutral_B	B_neutral_A	a woman wearing a blue shirt and high heels stands on the sidewalk next to a man	a woman wearing a blue shirt and high heels stands on the sidewalk next to a man	FLICKR	FLICKR	TEST	1432342377_3e41603f26.jpg#1
2571	9446	S1S1_inter	A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man	S1_null	A man and a woman are standing on the curb	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a man and a woman are standing on the curb	a woman wearing a blue shirt and high heels stands on the sidewalk next to a man	FLICKR	FLICKR	TEST	1432342377_3e41603f26.jpg#0
2580	9459	S1S3_intra	A man on a green bike is performing tricks on a dirt ramp	S1_null	A man on a green car is performing tricks on a dirt ramp	S3_so	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a man performs tricks on a dirt ramp on a green bike	a man performs tricks on a dirt ramp on a green bike	FLICKR	FLICKR	TEST	3621329299_6fb3f2935c.jpg#2
2588	9474	S1S3_inter	A kid is sitting wearing swim gear	S1_null	A young swimmer is standing in a bathing suit and waiting for the next race	S3_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a young swimmer sits in a bathing suit and waits for the next race	kid sits wearing swim gear	FLICKR	FLICKR	TEST	652542470_60e858da64.jpg#2
2590	9478	S1S2_intra	A black dog and a tan dog are fighting	S1_null	Two dogs are fighting	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a black dog and a tan dog fighting	a black dog and a tan dog fighting	FLICKR	FLICKR	TEST	1897025969_0c41688fa6.jpg#0
2592	9480	S1S2_inter	A black dog and a white dog are wrestling on the ground	S1_null	Two dogs are fighting	S2_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a black dog and a white dog are wrestling on the ground	a black dog and a tan dog fighting	FLICKR	FLICKR	TEST	1897025969_0c41688fa6.jpg#1
2593	9481	S1S3_inter	A black dog and a white dog are wrestling on the ground	S1_null	A black dog and a tan dog are sleeping	S3_null	2.465	NEUTRAL	A_neutral_B	B_neutral_A	a black dog and a white dog are wrestling on the ground	a black dog and a tan dog fighting	FLICKR	FLICKR	TEST	1897025969_0c41688fa6.jpg#1
2596	9486	S1S3_intra	A cluster of four brown dogs are playing in a field of brown grass	S1_null	There is no dog playing in a field of brown grass	S3_od	2.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	a cluster of four brown dogs play in a field of brown grass	a cluster of four brown dogs play in a field of brown grass	FLICKR	FLICKR	TEST	439492931_a96d590e40.jpg#0
2608	9511	S1S1_inter	A brown puppy is gnawing a metallic post that is stuck in the ground	S1_null	A brown puppy is biting a pole	S1_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a brown puppy is gnawing in a metallic post that is stuck into the ground	brown puppy biting pole	FLICKR	FLICKR	TEST	3228069008_edb2961fc4.jpg#0
2609	9505	S1S2_intra	A brown puppy is biting a pole	S1_null	A brown puppy is biting a stick	S2_lex	4.1	NEUTRAL	A_contradicts_B	B_neutral_A	brown puppy biting pole	brown puppy biting pole	FLICKR	FLICKR	TEST	3228069008_edb2961fc4.jpg#4
2623	9533	S1S3_intra	Two race cars are on a road in front of a grassy parking area	S1_null	No race car is on a road in front of a grassy parking area	S3_od	3.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	two race cars on a road in front of a grassy parking area	two race cars on a road in front of a grassy parking area	FLICKR	FLICKR	TEST	3578068665_87bdacef6a.jpg#4
2647	9564	S1S3_inter	A brown dog is running in the snow	S1_null	No dog is running through the snow	S3_null	3.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	brown dog runs in snow	a dog runs through the snow	FLICKR	FLICKR	TEST	2322327298_7948338390.jpg#4
2648	9566	S1S2_intra	An elderly man is sitting on a bench	S1_null	An old person is sitting on a bench	S2_lex	4.6	ENTAILMENT	A_entails_B	B_neutral_A	an elderly man sitting on a bench	an elderly man sitting on a bench	FLICKR	FLICKR	TEST	2938072630_d641b63e4d.jpg#0
2687	9625	S1S3_intra	A barefoot man in pajamas is looking toward the sky and is walking on the tennis court	S1_null	A barefoot man in pajamas is looking toward the sky and is standing on the tennis court	S3_so	4.0	NEUTRAL	A_contradicts_B	B_neutral_A	a barefoot man in his pajamas is looking toward the sky while walking on the tennis court	a barefoot man in his pajamas is looking toward the sky while walking on the tennis court	FLICKR	FLICKR	TEST	3157744152_31ace8c9ed.jpg#0
2688	9633	S1S4_intra	The man is standing in a body of water near a waterfall	S1_null	The body of a man is in the water near a waterfall	S4_ws	3.95	NEUTRAL	A_neutral_B	B_neutral_A	the man stands in a body of water near a waterfall	the man stands in a body of water near a waterfall	FLICKR	FLICKR	TEST	1357724865_4faf4e1418.jpg#4
2700	9652	S1S3_intra	A brown and white dog is catching a dirty tennis ball in a dirt field	S1_null	A brown and white dog is catching a dirty golf ball in a dirt field	S3_so	3.5	NEUTRAL	A_contradicts_B	B_neutral_A	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	FLICKR	FLICKR	TEST	2429978680_1e18a13835.jpg#0
2703	9654	S1S3_intra	A dog is running on the sand and chasing a ball	S1_null	A dog is running on the grass and chasing a ball	S3_so	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a dog is running on the sand whilst chasing a ball	a dog is running on the sand whilst chasing a ball	FLICKR	FLICKR	TEST	2429978680_1e18a13835.jpg#3
2708	9663	S1S3_intra	A shirtless man is escorting a horse that is pulling a carriage along a paved road	S1_null	A shirtless man is escorting a horse that is pulling a carriage along a dirty road	S3_so	4.4	NEUTRAL	A_neutral_B	B_neutral_A	a shirtless man escorts a horse pulling a carriage along a paved road	a shirtless man escorts a horse pulling a carriage along a paved road	FLICKR	FLICKR	TEST	1149179852_acad4d7300.jpg#1
2711	9670	S1S3_intra	A young girl is playing on the edge of a fountain and an older woman is watching her	S1_null	A young girl is playing on the edge of a fountain and an older woman is not watching her	S3_inv	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a young girl plays on the edge of a fountain while an older woman watches	a young girl plays on the edge of a fountain while an older woman watches	FLICKR	FLICKR	TEST	3461049169_e068ae4f25.jpg#3
2735	9740	S1S1_inter	A woman is wearing ear protection and is firing a gun at an indoor shooting range	S1_null	A woman is shooting at target practice	S1_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a woman shoots at target practice	a woman wearing ear protection is firing a gun at an indoor shooting range	FLICKR	FLICKR	TEST	2504277798_936a09c74d.jpg#1
