pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
8363	S1S2_intra	A boy is jumping off the side of a water fountain made of stone in front of a building	S2_expn	A boy is jumping off the side of a stone water fountain in front of a building	S1_null	4.6	ENTAILMENT	A_entails_B	B_entails_A	a boy is jumping off the side of a running stone water fountain in front of a building	a boy is jumping off the side of a running stone water fountain in front of a building	FLICKR	FLICKR	TRAIN
8366	S1S3_inter	A boy in a striped shirt is jumping in front of a water fountain	S1_null	A boy is jumping on the side of a stone water fountain in front of a building	S3_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a boy in s striped shirt is jumping in front of a water fountain	a boy is jumping off the side of a running stone water fountain in front of a building	FLICKR	FLICKR	TRAIN
8367	S1S2_inter	A boy is jumping off the side of a stone water fountain in front of a building	S1_null	A boy in a striped shirt is playing in front of a water fountain	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a boy is jumping off the side of a running stone water fountain in front of a building	a boy in s striped shirt is jumping in front of a water fountain	FLICKR	FLICKR	TRAIN
8368	S1S3_inter	A boy is jumping off the side of a stone water fountain in front of a building	S1_null	A boy in a striped shirt is jumping behind a water fountain	S3_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a boy is jumping off the side of a running stone water fountain in front of a building	a boy in s striped shirt is jumping in front of a water fountain	FLICKR	FLICKR	TRAIN
8374	S1S2_inter	Two large dogs, a light colored one and a dark one, are quickly moving through snowy terrain	S2_null	Two dogs are leaping through snowy grass and rocks	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	two dogs leap through snowy grass and rocks	two large dogs, one light colored and one dark, running through snowy terrain	FLICKR	FLICKR	TRAIN
8376	S1S2_inter	Two dogs are jumping through snowy grass and rocks	S2_null	Two large dogs, a light colored one and a dark one, are running through snowy terrain	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	two large dogs, one light colored and one dark, running through snowy terrain	two dogs leap through snowy grass and rocks	FLICKR	FLICKR	TRAIN
8377	S1S3_inter	There is no dog leaping through snowy grass and rocks	S3_null	Two large dogs, a light colored one and a dark one, are running through snowy terrain	S1_null	3.2	NEUTRAL	A_neutral_B	B_contradicts_A	two large dogs, one light colored and one dark, running through snowy terrain	two dogs leap through snowy grass and rocks	FLICKR	FLICKR	TRAIN
8379	S1S2_intra	A girl in blue is sliding down a green slide	S1_null	A girl in blue is sliding down a slide	S2_aa	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a girl in all blue slides down a green slide	a girl in all blue slides down a green slide	FLICKR	FLICKR	TRAIN
8381	S1S2_intra	The young girl in blue is having fun on a slide	S1_null	The young girl in blue is enjoying a slide	S2_lex	4.7	ENTAILMENT	A_entails_B	B_entails_A	the young girl in blue is having fun on a slide	the young girl in blue is having fun on a slide	FLICKR	FLICKR	TRAIN
8384	S1S3_inter	A girl in blue is sliding down a green slide	S1_null	The young girl in blue is having fun on a swing	S3_null	2.835	NEUTRAL	A_neutral_B	B_neutral_A	a girl in all blue slides down a green slide	the young girl in blue is having fun on a slide	FLICKR	FLICKR	TRAIN
8388	S1S2_intra	A black man is walking next to a shop in a big city	S2_lex	A black man is walking next to a building in a big city	S1_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a black man is walking next to a building in a big city	a black man is walking next to a building in a big city	FLICKR	FLICKR	TRAIN
8396	S1S1_inter	A black man is walking next to a building in a big city	S1_null	A man is looking into the distance and people is walking between buildings behind	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a black man is walking next to a building in a big city	a man is looking into the distance whilst people behind him walk between buildings	FLICKR	FLICKR	TRAIN
8400	S1S3_intra	There is no man playing guitar next to a drummer	S3_od	A man is playing guitar next to a drummer	S1_null	3.785	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man plays guitar next to a drummer	a man plays guitar next to a drummer	FLICKR	FLICKR	TRAIN
8406	S1S2_intra	A black dog is jumping off a dock into a pond	S1_null	A black dog is jumping off a dock into water	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a black lab jumps off a dock into a pond	a black lab jumps off a dock into a pond	FLICKR	FLICKR	TRAIN
8407	S1S3_intra	A black dog is jumping off a dock into a pond	S1_null	A black dog is jumping on a dock into a pond	S3_so	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a black lab jumps off a dock into a pond	a black lab jumps off a dock into a pond	FLICKR	FLICKR	TRAIN
8409	S1S3_intra	A black dog is jumping from a dock into the water	S1_null	A white dog is jumping from a dock into the water	S3_so	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a black dog jumping from a dock into water	a black dog jumping from a dock into water	FLICKR	FLICKR	TRAIN
8412	S1S2_inter	A black dog is jumping off a dock into water	S2_null	A black dog is jumping from a dock into the water	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a black dog jumping from a dock into water	a black lab jumps off a dock into a pond	FLICKR	FLICKR	TRAIN
8417	S1S2_intra	A little girl is smiling and running out of the house	S2_lex	A little girl is smiling and running outside	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a little girl is smiling, while running outside	a little girl is smiling, while running outside	FLICKR	FLICKR	TRAIN
8419	S1S2_inter	A little girl is smiling and running out of the house	S2_null	A girl in a white dress is running	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a girl in a white dress running	a little girl is smiling, while running outside	FLICKR	FLICKR	TRAIN
8421	S1S2_inter	A little girl is smiling and running outside	S1_null	A bride in a white dress is running	S2_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a girl in a white dress running	a little girl is smiling, while running outside	FLICKR	FLICKR	TRAIN
8424	S1S2_intra	A skier in black is catching a tiny bit of air	S1_null	A skier dressed in black is catching a tiny bit of air	S2_lex	4.9	ENTAILMENT	A_entails_B	B_entails_A	a downhill skier in black catches a tiny bit of air	a downhill skier in black catches a tiny bit of air	FLICKR	FLICKR	TRAIN
8425	S1S3_intra	A skier in white is catching a tiny bit of air	S3_so	A skier in black is catching a tiny bit of air	S1_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a downhill skier in black catches a tiny bit of air	a downhill skier in black catches a tiny bit of air	FLICKR	FLICKR	TRAIN
8426	S1S2_intra	A man is skiing down a snowy mountain	S2_lex	A man is skiing down a snowy hill	S1_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	a man skis down a snowy hill	a man skis down a snowy hill	FLICKR	FLICKR	TRAIN
8430	S1S2_inter	A skier dressed in black is catching a tiny bit of air	S2_null	A man is skiing down a snowy hill	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a man skis down a snowy hill	a downhill skier in black catches a tiny bit of air	FLICKR	FLICKR	TRAIN
8431	S1S3_inter	A man is skiing down a snowy hill	S1_null	A skier in white is catching a tiny bit of air	S3_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a man skis down a snowy hill	a downhill skier in black catches a tiny bit of air	FLICKR	FLICKR	TRAIN
8434	S1S3_intra	A child is playing slip and slide in the grass	S1_null	A child is not playing slip and slide in the grass	S3_inv	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a child is playing on a slip and slide game in the grass	a child is playing on a slip and slide game in the grass	FLICKR	FLICKR	TRAIN
8435	S1S2_intra	A child is splashing in a pool for children and other kids are playing in the background	S2_lex	A child is splashing in a pool for children and other children are playing in the background	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a child is splashing in a children's pool while other children are playing in the background	a child is splashing in a children's pool while other children are playing in the background	FLICKR	FLICKR	TRAIN
8437	S1S2_inter	A child is playing slip and slide in the grass	S1_null	A child is splashing in a pool for children and other kids are playing in the background	S2_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a child is playing on a slip and slide game in the grass	a child is splashing in a children's pool while other children are playing in the background	FLICKR	FLICKR	TRAIN
8441	S1S1_inter	A child is playing slip and slide in the grass	S1_null	A child is splashing in a pool for children and other children are playing in the background	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a child is playing on a slip and slide game in the grass	a child is splashing in a children's pool while other children are playing in the background	FLICKR	FLICKR	TRAIN
8444	S1S2_intra	Two men are looking out and binoculars are being held by one of them	S2_top	Two men are looking out and one is holding binoculars	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	two men look out as one is holding binoculars	two men look out as one is holding binoculars	FLICKR	FLICKR	TRAIN
8446	S1S2_inter	Two men are standing together and one is looking through binoculars	S1_null	Two men are looking out and binoculars are being held by one of them	S2_null	4.0	ENTAILMENT	A_entails_B	B_neutral_A	two men are standing together while one looks through binoculars	two men look out as one is holding binoculars	FLICKR	FLICKR	TRAIN
8449	S1S3_inter	Two women are standing together and one is looking through binoculars	S3_null	Two men are looking out and one is holding binoculars	S1_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	two men look out as one is holding binoculars	two men are standing together while one looks through binoculars	FLICKR	FLICKR	TRAIN
8452	S1S3_intra	A motorcyclist on a bike is leaning into a sharp corner	S1_null	There is no motorcyclist on a bike leaning into a sharp corner	S3_od	3.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	a motorcyclist on a number 52 bike leans in for a sharp turn	a motorcyclist on a number 52 bike leans in for a sharp turn	FLICKR	FLICKR	TRAIN
8453	S1S2_intra	A man on a motorcycle is turning around a corner	S2_lex	A man on a motorcycle is going around a corner	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man on a motorcycle going around a corner	a man on a motorcycle going around a corner	FLICKR	FLICKR	TRAIN
8455	S1S2_inter	A motorcyclist on a bike is leaning into a sharp corner	S1_null	A man on a motorcycle is turning around a corner	S2_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a motorcyclist on a number 52 bike leans in for a sharp turn	a man on a motorcycle going around a corner	FLICKR	FLICKR	TRAIN
8456	S1S3_inter	A motorcyclist on a bike is leaning into a sharp corner	S1_null	A woman on a motorcycle is going around a corner	S3_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a motorcyclist on a number 52 bike leans in for a sharp turn	a man on a motorcycle going around a corner	FLICKR	FLICKR	TRAIN
8457	S1S2_inter	A motorcyclist on a bike is leaning into a sharp corner	S2_null	A man on a motorcycle is going around a corner	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a man on a motorcycle going around a corner	a motorcyclist on a number 52 bike leans in for a sharp turn	FLICKR	FLICKR	TRAIN
8458	S1S3_inter	A man on a motorcycle is going around a corner	S1_null	There is no motorcyclist on a bike leaning into a sharp corner	S3_null	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man on a motorcycle going around a corner	a motorcyclist on a number 52 bike leans in for a sharp turn	FLICKR	FLICKR	TRAIN
8459	S1S1_inter	A man on a motorcycle is going around a corner	S1_null	A motorcyclist on a bike is leaning into a sharp corner	S1_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a motorcyclist on a number 52 bike leans in for a sharp turn	a man on a motorcycle going around a corner	FLICKR	FLICKR	TRAIN
8460	S1S2_intra	A man with a backwards hat is sitting on the ground	S1_null	A person with a backwards hat is sitting on the ground	S2_lex	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a man with a backwards hat sits on the ground	a man with a backwards hat sits on the ground	FLICKR	FLICKR	TRAIN
8462	S1S2_intra	A young man in a white shirt and gold and black hat is sitting with crossed legs	S1_null	A young person in a white shirt and gold and black hat is sitting with crossed legs	S2_lex	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a young man in a white shirt and gold and black hat sits cross legged	a young man in a white shirt and gold and black hat sits cross legged	FLICKR	FLICKR	TRAIN
8469	S1S2_intra	A young oriental girl is standing above the crowd and is playing with a pinwheel	S1_null	A young oriental girl is standing above people and is playing with a pinwheel	S2_lex	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a young oriential girl is standing above the crowd playing with a pinwheel	a young oriential girl is standing above the crowd playing with a pinwheel	FLICKR	FLICKR	TRAIN
8470	S1S3_intra	A young occidental girl is standing above the crowd and is playing with a pinwheel	S3_so	A young oriental girl is standing above the crowd and is playing with a pinwheel	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a young oriential girl is standing above the crowd playing with a pinwheel	a young oriential girl is standing above the crowd playing with a pinwheel	FLICKR	FLICKR	TRAIN
8474	S1S3_inter	A young oriental girl is standing above the crowd and is playing with a pinwheel	S1_null	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a woman with grey hair	S3_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a young oriential girl is standing above the crowd playing with a pinwheel	girl in blue sweater and holding a multicolor toy sitting on the shoulders of a man with grey hair	FLICKR	FLICKR	TRAIN
8475	S1S2_inter	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	S1_null	A young oriental girl is standing above people and is playing with a pinwheel	S2_null	2.4	NEUTRAL	A_neutral_B	B_neutral_A	girl in blue sweater and holding a multicolor toy sitting on the shoulders of a man with grey hair	a young oriential girl is standing above the crowd playing with a pinwheel	FLICKR	FLICKR	TRAIN
8476	S1S3_inter	A young occidental girl is standing above the crowd and is playing with a pinwheel	S3_null	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	S1_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	girl in blue sweater and holding a multicolor toy sitting on the shoulders of a man with grey hair	a young oriential girl is standing above the crowd playing with a pinwheel	FLICKR	FLICKR	TRAIN
8479	S1S3_intra	A young man on a bmx bicycle is jumping on a masonry pyramid	S3_so	A young man on a bmx bicycle is jumping off a masonry pyramid	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	young man on a trick bicycle jumping off a masonry pyramid	young man on a trick bicycle jumping off a masonry pyramid	FLICKR	FLICKR	TRAIN
8481	S1S3_intra	There is no bicyclist jumping on a pyramid-shaped ramp	S3_od	A bicyclist is jumping on a pyramid-shaped ramp	S1_null	4.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	a bicyclist is jumping on a pyramid-shaped ramp	a bicyclist is jumping on a pyramid-shaped ramp	FLICKR	FLICKR	TRAIN
8482	S1S2_inter	A young man on a bmx bicycle is jumping off a masonry pyramid	S1_null	A man on a bike is jumping on a pyramid-shaped ramp	S2_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	young man on a trick bicycle jumping off a masonry pyramid	a bicyclist is jumping on a pyramid-shaped ramp	FLICKR	FLICKR	TRAIN
8483	S1S3_inter	There is no bicyclist jumping on a pyramid-shaped ramp	S3_null	A young man on a bmx bicycle is jumping off a masonry pyramid	S1_null	3.9	NEUTRAL	A_contradicts_B	B_neutral_A	young man on a trick bicycle jumping off a masonry pyramid	a bicyclist is jumping on a pyramid-shaped ramp	FLICKR	FLICKR	TRAIN
8484	S1S2_inter	A young man on a bmx bicycle is jumping off a pyramid	S2_null	A bicyclist is jumping on a pyramid-shaped ramp	S1_null	4.0	ENTAILMENT	A_entails_B	B_neutral_A	young man on a trick bicycle jumping off a masonry pyramid	a bicyclist is jumping on a pyramid-shaped ramp	FLICKR	FLICKR	TRAIN
8486	S1S1_inter	A bicyclist is jumping on a pyramid-shaped ramp	S1_null	A young man on a bmx bicycle is jumping off a masonry pyramid	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	young man on a trick bicycle jumping off a masonry pyramid	a bicyclist is jumping on a pyramid-shaped ramp	FLICKR	FLICKR	TRAIN
8489	S1S2_intra	A man with no shirt is holding a football	S1_null	A football is being held by a man with no shirt	S2_top	5.0	ENTAILMENT	A_entails_B	B_entails_A	a man with no shirt on is holding a football	a man with no shirt on is holding a football	FLICKR	FLICKR	TRAIN
8490	S1S3_intra	A man with a shirt is holding a football	S3_so	A man with no shirt is holding a football	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a man with no shirt on is holding a football	a man with no shirt on is holding a football	FLICKR	FLICKR	TRAIN
8492	S1S3_inter	A man with a shirt is holding a football	S3_null	A shirtless man is playing football on a lawn	S1_null	2.7	NEUTRAL	A_contradicts_B	B_neutral_A	a shirtless man playing football on a lawn	a man with no shirt on is holding a football	FLICKR	FLICKR	TRAIN
8493	S1S2_inter	A shirtless man is playing football on a field	S2_null	A man with no shirt is holding a football	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a man with no shirt on is holding a football	a shirtless man playing football on a lawn	FLICKR	FLICKR	TRAIN
8494	S1S3_inter	A man with no shirt is holding a football	S1_null	A shirtless man is playing football in a gym	S3_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a man with no shirt on is holding a football	a shirtless man playing football on a lawn	FLICKR	FLICKR	TRAIN
8501	S1S3_inter	The person is not going into the water	S3_null	The man is going into the water	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	the man is going into the water	the person is going into the water	FLICKR	FLICKR	TRAIN
8502	S1S2_inter	The man is going into the lake	S2_null	The person is going into the water	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	the person is going into the water	the man is going into the water	FLICKR	FLICKR	TRAIN
8504	S1S1_inter	The man is going into the water	S1_null	The person is going into the water	S1_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	the man is going into the water	the person is going into the water	FLICKR	FLICKR	TRAIN
8506	S1S3_intra	Two people are sitting on a park bench on a sunny day	S1_null	Two people are sitting on a park bench on a rainy day	S3_so	3.2	NEUTRAL	A_neutral_B	B_contradicts_A	two people sitting on a park bench on a sunny day	two people sitting on a park bench on a sunny day	FLICKR	FLICKR	TRAIN
8507	S1S2_intra	Two women dressed in white and black are relaxing on a bench	S2_lex	Two women dressed in white and black are sitting on a bench	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	two women, one in white, one in black, are sitting on a bench	two women, one in white, one in black, are sitting on a bench	FLICKR	FLICKR	TRAIN
8511	S1S2_inter	Two people are sitting on a park bench on a hot day	S2_null	Two women dressed in white and black are sitting on a bench	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	two women, one in white, one in black, are sitting on a bench	two people sitting on a park bench on a sunny day	FLICKR	FLICKR	TRAIN
8512	S1S3_inter	Two women dressed in white and black are sitting on a bench	S1_null	Two people are sitting on a park bench on a rainy day	S3_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	two women, one in white, one in black, are sitting on a bench	two people sitting on a park bench on a sunny day	FLICKR	FLICKR	TRAIN
8514	S1S2_intra	Five people are standing in the grass with three dogs	S1_null	Five people are standing in the grass with some dogs	S2_det	4.4	ENTAILMENT	A_entails_B	B_neutral_A	five people stand in the grass with three dogs	five people stand in the grass with three dogs	FLICKR	FLICKR	TRAIN
8516	S1S2_intra	Five people are standing with three dogs in the green field beside the road	S1_null	Five people are standing with three dogs in the park beside the road	S2_lex	4.3	NEUTRAL	A_neutral_B	B_neutral_A	five people are standing with three dogs in the green field beside the road	five people are standing with three dogs in the green field beside the road	FLICKR	FLICKR	TRAIN
8517	S1S3_intra	Five people are running with three dogs in the green field beside the road	S3_so	Five people are standing with three dogs in the green field beside the road	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	five people are standing with three dogs in the green field beside the road	five people are standing with three dogs in the green field beside the road	FLICKR	FLICKR	TRAIN
8520	S1S2_inter	Five people are standing with three dogs in the green field beside the road	S1_null	Five people are standing in the grass with some dogs	S2_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	five people are standing with three dogs in the green field beside the road	five people stand in the grass with three dogs	FLICKR	FLICKR	TRAIN
8521	S1S3_inter	Five people are standing in the grass with no dogs	S3_null	Five people are standing with three dogs in the green field beside the road	S1_null	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	five people are standing with three dogs in the green field beside the road	five people stand in the grass with three dogs	FLICKR	FLICKR	TRAIN
8524	S1S3_intra	An old woman is carrying a lot of colorful scarves on the beach	S3_so	A young woman is carrying a lot of colorful scarves on the beach	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a young woman carries a lot of colorful scarves on the beach	a young woman carries a lot of colorful scarves on the beach	FLICKR	FLICKR	TRAIN
8525	S1S2_intra	A rainbow afghan is being held by a girl in gold and purple	S2_top	A girl in gold and purple is holding a rainbow afghan	S1_null	5.0	ENTAILMENT	A_entails_B	B_entails_A	a girl in gold and purple is holding a rainbow afghan	a girl in gold and purple is holding a rainbow afghan	FLICKR	FLICKR	TRAIN
8528	S1S3_inter	A man in gold and purple is holding a rainbow afghan	S3_null	A young woman is carrying a lot of colorful scarves on the beach	S1_null	1.5	NEUTRAL	A_neutral_B	B_neutral_A	a young woman carries a lot of colorful scarves on the beach	a girl in gold and purple is holding a rainbow afghan	FLICKR	FLICKR	TRAIN
8529	S1S2_inter	A girl in gold and purple is holding a rainbow afghan	S1_null	A girl is carrying a lot of colorful scarves on the beach	S2_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	a girl in gold and purple is holding a rainbow afghan	a young woman carries a lot of colorful scarves on the beach	FLICKR	FLICKR	TRAIN
8530	S1S3_inter	An old woman is carrying a lot of colorful scarves on the beach	S3_null	A girl in gold and purple is holding a rainbow afghan	S1_null	1.5	NEUTRAL	A_neutral_B	B_neutral_A	a girl in gold and purple is holding a rainbow afghan	a young woman carries a lot of colorful scarves on the beach	FLICKR	FLICKR	TRAIN
8532	S1S2_intra	A light brown dog is running in the water	S1_null	A light brown dog is sprinting in the water	S2_lex	4.7	ENTAILMENT	A_entails_B	B_entails_A	a light brown dog is running in the water	a light brown dog is running in the water	FLICKR	FLICKR	TRAIN
8536	S1S2_inter	A light brown dog is running in the water	S1_null	A tan dog is playing in the water on the bank of a pond	S2_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a light brown dog is running in the water	a tan dog splashing in water on the bank of a pond or river	FLICKR	FLICKR	TRAIN
8537	S1S3_inter	A light brown dog is running in the water	S1_null	A tan dog is splashing in the water on the bank of a river	S3_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	a light brown dog is running in the water	a tan dog splashing in water on the bank of a pond or river	FLICKR	FLICKR	TRAIN
8538	S1S2_inter	A tan dog is splashing in the water on the bank of a pond	S1_null	A light brown dog is sprinting in the water	S2_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	a tan dog splashing in water on the bank of a pond or river	a light brown dog is running in the water	FLICKR	FLICKR	TRAIN
8541	S1S2_intra	The child is splashing water in a small blue pool	S1_null	The child is splashing water in a pool	S2_aa	4.5	ENTAILMENT	A_entails_B	B_neutral_A	the child is splashing water in a small blue pool	the child is splashing water in a small blue pool	FLICKR	FLICKR	TRAIN
8543	S1S2_intra	A baby is splashing inside a blue paddling pool	S2_lex	A toddler is making a splash inside a blue paddling pool	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a toddler is making a splash inside a blue paddling pool	a toddler is making a splash inside a blue paddling pool	FLICKR	FLICKR	TRAIN
8551	S1S3_intra	A grey silky dog is running in the grass and a brown dog looks on	S3_so	A grey silky dog is lying in the grass and a brown dog is looking on	S1_null	4.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a grey silky dog is laying in the grass while a brown dog looks on	a grey silky dog is laying in the grass while a brown dog looks on	FLICKR	FLICKR	TRAIN
8555	S1S3_inter	The brown dog is spotting a black dog and is playing in the dry grass	S3_null	A grey silky dog is lying in the grass and a brown dog is looking on	S1_null	2.4	NEUTRAL	A_neutral_B	B_neutral_A	a grey silky dog is laying in the grass while a brown dog looks on	the brown dog sees a black dog laying in the dry grass	FLICKR	FLICKR	TRAIN
8561	S1S2_intra	A man in a hat is standing outside of a green jeep	S1_null	A man in a hat is standing outside of a green vehicle	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a man in in a hat standing outside of his green jeep rangler	a man in in a hat standing outside of his green jeep rangler	FLICKR	FLICKR	TRAIN
8562	S1S3_intra	A man in a hat is standing outside of a green jeep	S1_null	A man with no hat is standing outside of a green jeep	S3_so	3.95	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man in in a hat standing outside of his green jeep rangler	a man in in a hat standing outside of his green jeep rangler	FLICKR	FLICKR	TRAIN
8563	S1S2_inter	A man is standing on a dirt hill next to a black jeep	S1_null	A man in a hat is standing outside of a green vehicle	S2_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a man in in a hat standing outside of his green jeep rangler	man standing on a dirt hill next to a black jeep	FLICKR	FLICKR	TRAIN
8564	S1S3_inter	A man with no hat is standing outside of a green jeep	S3_null	A man is standing on a dirt hill next to a black jeep	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	man standing on a dirt hill next to a black jeep	a man in in a hat standing outside of his green jeep rangler	FLICKR	FLICKR	TRAIN
8566	S1S3_inter	A man in a hat is standing outside of a green jeep	S1_null	A man is standing on a black jeep on a dirt hill	S3_null	2.4	NEUTRAL	A_neutral_B	B_neutral_A	a man in in a hat standing outside of his green jeep rangler	man standing on a dirt hill next to a black jeep	FLICKR	FLICKR	TRAIN
8567	S1S1_inter	A man in a hat is standing outside of a green jeep	S1_null	A man is standing on a dirt hill next to a black jeep	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	man standing on a dirt hill next to a black jeep	a man in in a hat standing outside of his green jeep rangler	FLICKR	FLICKR	TRAIN
8569	S1S3_intra	A black dog and a small white and black dog are looking up at a kitchen countertop	S1_null	A black cat and a small white and black cat are looking up at a kitchen countertop	S3_so	2.2	NEUTRAL	A_neutral_B	B_neutral_A	a black dog and small white and black dog look up at a kitchen countertop	a black dog and small white and black dog look up at a kitchen countertop	FLICKR	FLICKR	TRAIN
8571	S1S3_intra	A large dog and a small dog are standing next to the kitchen counter and are investigating	S1_null	A large dog and a small dog is standing on the kitchen counter and investigate	S3_so	4.4	ENTAILMENT	A_entails_B	B_contradicts_A	a large dog and a small dog stand next to the kitchen counter to investigate	a large dog and a small dog stand next to the kitchen counter to investigate	FLICKR	FLICKR	TRAIN
8572	S1S2_inter	A black dog and a small white and black dog are looking up at a kitchen countertop	S1_null	A large dog and a small dog are standing next to the kitchen counter and are sniffing	S2_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a black dog and small white and black dog look up at a kitchen countertop	a large dog and a small dog stand next to the kitchen counter to investigate	FLICKR	FLICKR	TRAIN
8574	S1S2_inter	A large dog and a small dog are standing next to the kitchen counter and are investigating	S1_null	Two dogs are looking up at a kitchen countertop	S2_null	4.3	NEUTRAL	A_neutral_B	B_neutral_A	a large dog and a small dog stand next to the kitchen counter to investigate	a black dog and small white and black dog look up at a kitchen countertop	FLICKR	FLICKR	TRAIN
8578	S1S3_intra	A dog is rolling on the ground	S1_null	A dog is sleeping on the ground	S3_so	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a dog rolls on the ground	a dog rolls on the ground	FLICKR	FLICKR	TRAIN
8581	S1S2_inter	A tan dog which is dirty is rolling in the dirt and looking right at the camera	S2_null	A dog is rolling on the ground	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a dog rolls on the ground	a dirty tan dog rolling in the dirt and looking right at the camera	FLICKR	FLICKR	TRAIN
8582	S1S3_inter	A dirty tan dog is rolling in the water and looking right at the camera	S3_null	A dog is rolling on the ground	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a dog rolls on the ground	a dirty tan dog rolling in the dirt and looking right at the camera	FLICKR	FLICKR	TRAIN
8584	S1S3_inter	A dirty tan dog is rolling in the dirt and looking right at the camera	S1_null	A dog is sleeping on the ground	S3_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a dirty tan dog rolling in the dirt and looking right at the camera	a dog rolls on the ground	FLICKR	FLICKR	TRAIN
